170,49,125.12
170,57,222.74
170,130,294.7
170,157,148.86
170,162,104.93
170,163,209.73
170,169,202.62
170,179,170.95
171,53,148.65
171,78,109.61
171,111,227.84
171,145,199.66
171,146,247.51
171,167,135.94
171,335,169.45
172,129,193.79
172,161,210.97
172,176,255.04
172,177,144.36
172,289,238.26
172,357,120.34
173,38,173.74
173,88,162.2
173,174,198.48
173,180,155.54
173,182,243.96
173,232,140.07
174,59,146.4
174,173,152.91
174,182,140.51
174,214,138.75
174,215,162.09
174,232,173.14
175,35,78.87
175,47,178.68
175,57,76.91
175,135,135.69
175,155,121.44
175,157,127.06
175,178,138.94
176,129,127.41
176,160,244.09
176,172,168.32
176,243,164.57
176,289,111.74
176,357,175.16
177,108,117.53
177,161,150.78
177,172,140.83
177,350,197.54
177,357,216.71
177,393,147.16
178,42,159.19
178,49,192.37
178,57,102.32
178,131,116.34
178,135,160.84
178,175,180.42
178,179,175.25
179,42,175.49
179,49,122.77
179,130,197.15
179,131,315.67
179,132,210.56
179,169,302.35
179,170,194.33
179,178,209.89
180,6,257.99
180,14,181.94
180,38,160.02
180,50,131.31
180,173,155.0
180,182,205.73
180,239,125.66
181,52,147.41
181,133,257.03
181,184,107.09
181,185,227.32
181,236,164.51
181,356,151.78
182,6,99.05
182,173,209.55
182,174,186.7
182,180,149.65
182,214,182.19
182,226,192.69
182,239,178.5
183,112,218.31
183,145,228.09
183,146,126.9
183,189,228.42
183,220,176.41
184,2,103.31
184,11,171.95
184,51,167.39
184,181,107.3
184,185,169.62
184,234,229.6
184,236,177.63
185,51,81.77
185,52,206.74
185,116,247.08
185,181,123.19
185,184,144.25
185,191,181.26
185,192,109.17
186,7,232.42
186,8,172.2
186,45,184.02
186,66,192.86
186,190,189.27
186,211,210.64
186,223,194.91
187,61,126.87
187,65,222.02
187,67,117.79
187,150,110.15
187,209,163.09
188,1,239.87
188,111,110.77
188,112,162.36
188,167,115.63
188,189,110.55
189,112,221.75
189,146,123.58
189,167,103.12
189,183,156.41
189,188,127.35
190,45,160.64
190,55,208.51
190,66,125.75
190,67,126.98
190,150,122.67
190,186,121.95
190,211,98.48
191,9,192.2
191,51,172.7
191,117,109.51
191,134,131.51
191,136,296.81
191,185,200.34
191,192,107.78
191,237,86.23
192,52,250.24
192,116,164.87
192,117,143.53
192,118,328.44
192,185,117.25
192,191,104.19
193,43,125.17
193,58,153.01
193,148,96.24
193,149,211.06
193,194,168.48
194,32,261.84
194,43,209.71
194,58,114.08
194,136,153.25
194,193,155.57
194,195,85.03
194,196,195.36
194,197,137.5
195,43,203.85
195,120,167.55
195,135,125.59
195,136,121.73
195,194,84.96
195,196,148.83
195,197,230.22
196,35,143.72
196,47,103.64
196,55,125.18
196,135,210.36
196,194,263.12
196,195,177.91
196,197,146.34
196,209,247.16
196,210,145.96
197,32,180.47
197,55,205.23
197,58,289.72
197,194,167.38
197,195,196.36
197,196,152.97
197,209,151.92
198,32,104.09
198,58,173.91
198,65,165.21
198,137,228.13
198,149,117.46
198,199,158.18
198,209,241.26
199,64,161.42
199,65,250.49
199,137,173.18
199,144,216.12
199,149,221.04
199,198,163.47
199,200,223.19
199,201,121.69
200,64,200.34
200,199,252.01
200,201,147.15
200,230,160.72
200,248,221.23
201,64,286.9
201,137,219.98
201,144,155.59
201,199,148.26
201,200,113.47
201,228,289.7
201,248,214.28
202,62,151.73
202,126,287.99
202,212,169.31
202,217,234.15
202,225,204.91
202,227,69.32
203,7,420.57
203,66,212.27
203,168,252.42
203,228,193.74
203,240,207.39
204,5,102.32
204,205,149.88
204,245,150.55
205,5,267.41
205,59,367.17
205,204,172.5
205,206,143.57
205,216,111.88
205,245,229.96
206,10,239.27
206,205,138.83
206,208,127.33
206,214,184.56
206,215,116.58
206,216,119.61
206,230,205.43
206,245,305.25
207,25,495.13
207,379,125.36
207,415,147.11
207,452,183.47
207,453,95.9
207,524,165.1
208,206,129.13
208,214,135.91
208,226,161.01
208,230,123.61
209,32,193.7
209,55,235.52
209,61,329.87
209,65,179.61
209,67,222.0
209,187,231.98
209,196,281.43
209,197,161.79
209,198,283.01
210,45,121.34
210,47,76.05
210,55,108.45
210,154,159.33
210,155,119.45
210,196,89.5
210,211,124.98
211,45,82.86
211,55,119.13
211,67,165.04
211,186,243.4
211,190,109.16
211,210,159.39
212,1,147.28
212,44,207.1
212,112,123.15
212,121,330.25
212,139,148.18
212,202,174.92
212,217,183.15
212,221,110.67
212,225,134.52
212,227,250.77
213,126,143.77
213,128,92.71
213,217,147.62
213,220,236.73
213,295,133.69
214,174,133.02
214,182,133.26
214,206,225.55
214,208,154.59
214,215,198.16
214,226,109.35
215,59,127.8
215,174,114.27
215,206,162.62
215,214,135.55
215,216,94.91
216,59,278.61
216,205,110.65
216,206,144.48
216,215,113.44
217,112,326.02
217,126,195.12
217,202,158.71
217,212,309.54
217,213,93.86
217,220,247.66
217,227,149.78
218,9,143.82
218,64,123.89
218,147,83.8
218,149,124.24
218,226,226.38
218,230,222.87
219,7,300.43
219,151,87.11
219,152,81.08
219,154,158.45
220,112,330.14
220,128,158.98
220,145,154.17
220,146,226.91
220,183,164.02
220,213,228.25
220,217,237.93
220,295,204.42
221,44,170.57
221,46,94.81
221,139,94.95
221,212,85.02
221,225,111.16
221,246,218.63
221,251,132.8
221,252,167.08
222,7,138.67
222,10,103.56
222,168,135.67
222,228,158.62
223,7,194.21
223,8,124.28
223,154,260.98
223,186,222.54
224,62,291.33
224,126,103.63
224,238,188.69
224,251,279.23
224,252,223.64
224,295,258.54
225,62,121.82
225,202,164.29
225,212,205.55
225,221,205.83
225,252,184.35
226,6,154.75
226,9,156.98
226,182,167.21
226,208,221.9
226,214,115.96
226,218,237.63
226,230,214.12
227,202,82.54
227,212,162.01
227,217,220.34
228,10,235.67
228,144,134.96
228,168,311.55
228,201,197.1
228,203,184.1
228,222,193.39
228,240,217.84
228,248,131.88
229,54,208.01
229,60,228.1
229,115,164.75
229,158,175.51
229,160,136.27
229,235,295.76
230,9,192.15
230,10,274.19
230,64,119.74
230,200,149.12
230,206,129.2
230,208,91.58
230,218,149.62
230,226,166.82
230,248,153.58
231,73,56.99
231,130,169.81
231,278,152.75
231,333,59.32
232,3,165.39
232,59,156.41
232,88,206.91
232,91,380.5
232,173,158.61
232,174,191.12
232,242,205.55
233,31,149.23
233,36,146.41
233,127,109.21
233,152,160.66
233,153,113.01
233,154,335.65
233,165,151.81
233,166,220.28
234,2,278.26
234,17,177.11
234,86,236.6
234,184,354.85
234,236,345.87
234,366,181.27
234,368,301.91
234,370,255.06
235,54,71.69
235,160,175.86
235,169,236.05
235,229,302.02
235,243,73.15
235,246,191.47
236,15,188.92
236,181,187.49
236,184,153.88
236,234,265.91
236,353,327.5
236,356,138.19
236,366,147.96
236,368,129.34
237,6,126.33
237,9,57417.35
237,11,16117.2
237,51,102.36
237,191,124.51
238,224,204.09
238,241,166.95
238,251,199.26
238,295,177.67
238,343,83.14
239,4,167.74
239,6,133.39
239,50,104.54
239,180,126.56
239,182,246.07
240,61,118.7
240,65,216.19
240,66,202.32
240,137,152.66
240,144,123.71
240,203,152.08
240,228,224.38
241,33,215.79
241,81,147.23
241,158,198.21
241,159,176.55
241,238,133.5
241,249,148.42
241,251,242.43
241,343,121.86
242,3,302.86
242,88,102.21
242,91,165.51
242,232,190.57
242,378,144.91
243,48,139.86
243,160,154.15
243,169,296.48
243,176,119.62
243,235,102.44
243,289,162.67
243,293,76.74
243,306,440.33
244,20,284.0
244,82,195.11
244,440,152.37
244,444,109.64
244,513,125.75
245,5,175.81
245,10,167.98
245,20,236.39
245,28,198.27
245,204,116.28
245,205,219.73
245,206,310.22
246,34,140.31
246,41,103.37
246,46,299.91
246,54,111.26
246,60,179.68
246,125,84.99
246,139,192.4
246,156,177.48
246,169,310.06
246,221,317.48
246,235,258.71
247,77,181.23
247,80,225.45
247,280,134.34
247,312,440.32
247,315,158.03
247,342,145.45
247,352,224.45
248,10,167.44
248,144,180.53
248,200,103.63
248,201,160.3
248,228,113.25
248,230,102.35
249,33,253.57
249,46,166.66
249,60,177.59
249,158,143.44
249,241,141.0
249,251,128.45
250,267,140.8
250,295,188.47
250,312,149.23
250,336,199.86
250,337,185.62
251,46,157.79
251,221,297.99
251,224,213.44
251,238,156.58
251,241,194.14
251,249,127.4
251,252,148.44
252,62,110.59
252,221,214.37
252,224,124.16
252,225,202.86
252,251,210.84
253,12,211.03
253,69,587.5
253,258,127.1
253,259,389.55
253,276,261.17
253,323,306.24
254,89,148.24
254,351,231.39
254,363,226.6
254,376,87.87
255,257,119.68
255,330,185.34
255,341,149.19
255,344,179.77
256,72,94.9
256,271,127.54
256,344,169.64
256,348,179.36
257,72,96.5
257,255,104.66
257,330,238.4
257,344,234.93
258,12,201.28
258,253,135.23
259,12,250.89
259,253,307.95
259,261,285.79
259,276,311.76
260,296,296.94
260,342,123.81
260,352,273.45
260,371,208.94
261,13,302.1
261,259,226.26
261,270,432.03
261,276,259.93
261,277,267.81
262,70,197.49
262,275,158.11
262,307,200.92
262,310,142.41
262,325,302.05
262,332,154.61
262,338,268.48
263,268,217.54
263,279,144.31
263,297,513.79
263,324,296.44
263,327,175.28
263,328,83.76
264,267,220.91
264,288,275.5
264,299,177.11
264,307,139.26
264,308,145.82
264,312,374.67
264,314,299.58
264,334,262.87
264,336,187.7
264,338,147.77
265,319,108.67
265,362,145.33
265,394,61.61
266,37,165.35
266,286,104.38
266,291,347.93
266,311,336.55
266,320,160.66
266,321,216.14
266,394,133.68
267,250,194.17
267,264,139.96
267,312,198.27
267,336,219.58
267,338,175.13
268,263,100.95
268,300,115.06
268,324,241.28
268,327,252.53
268,328,219.27
268,334,165.06
269,24,162.19
269,422,251.29
269,539,224.93
270,261,345.3
270,276,115.34
270,277,282.14
270,288,317.35
270,323,438.79
270,324,264.24
270,332,235.86
271,14,231.93
271,71,81.12
271,88,188.72
271,256,97.51
271,344,205.48
271,346,146.74
271,348,94.28
271,351,228.95
271,378,148.88
272,68,258.52
272,309,373.78
272,373,172.07
272,374,320.63
272,386,261.08
273,281,209.88
273,304,343.22
273,354,168.31
273,358,125.72
273,360,178.98
273,383,176.63
274,281,151.83
274,380,207.43
274,382,128.52
274,384,111.8
275,70,118.6
275,77,309.25
275,80,192.98
275,262,318.75
275,338,180.76
276,253,403.16
276,259,186.27
276,261,237.28
276,270,231.89
276,277,543.43
276,323,317.87
277,13,171.47
277,261,184.7
277,270,247.61
277,276,345.45
277,324,194.97
278,63,83.51
278,73,295.07
278,130,141.94
278,169,204.66
278,231,175.41
278,306,179.04
279,13,178.17
279,263,141.33
279,297,340.47
279,327,481.44
279,328,126.97
280,81,142.29
280,247,129.24
280,312,337.73
280,315,176.83
280,349,214.77
280,352,194.62
281,273,170.7
281,274,402.95
281,360,177.53
281,380,232.44
281,382,156.43
281,383,129.34
282,283,120.24
282,361,144.6
