149.6945939,-34.75455067
149.74351773,-34.71935846
149.73313244,-34.76132958
149.31990686,-34.23560287
149.46675533,-34.45984444
149.45714924,-34.45313093
149.49045213,-34.67215442
149.87940233,-34.37360073
149.70169297,-34.96676405
149.95831859,-34.77255529
148.91350889,-34.83728769
148.91616298,-34.82166876
148.43642185,-34.79767344
148.64950069,-34.79635404
148.85435729,-34.62930361
149.1236898,-34.75612699
149.26743342,-34.78296275
148.84762355,-35.07676442
149.28583037,-35.03897633
149.22363672,-35.13712137
148.55768959,-34.03786219
149.44249761,-35.2524127
149.42017327,-35.25323874
149.55307034,-35.14713526
151.43586682,-33.48691857
151.42762426,-33.47023773
151.35974836,-33.526417
151.39905814,-33.50478008
151.37032752,-33.50324282
151.4149739,-33.49955306
151.34616603,-33.49565568
151.25608369,-33.48533031
151.11125104,-33.39922241
151.26334245,-33.39846179
151.30956752,-33.3792209
151.16651328,-33.24504322
151.25024055,-33.32655608
151.37818373,-33.45573713
151.37648094,-33.44563878
151.38988938,-33.44345095
151.40455169,-33.43175881
151.38828147,-33.43570418
151.40521498,-33.40396767
151.42672272,-33.40692666
151.3516421,-33.43727656
151.36922554,-33.42764305
151.31696506,-33.42935134
151.3303047,-33.42464801
151.34349737,-33.42725945
151.32140029,-33.41752447
151.33806875,-33.41650436
151.35457608,-33.41753051
151.2926152,-33.44389724
151.30034505,-33.4269917
151.40762782,-33.47813605
151.3867781,-33.46601857
151.40700869,-33.4586048
151.33419316,-33.39611112
151.39122456,-33.38969963
151.36982832,-33.38921378
151.34704027,-33.37422015
151.36651189,-33.37647377
151.31482276,-33.45728684
151.32589586,-33.44255619
151.3130725,-33.43662281
151.36158797,-33.48485695
151.35553579,-33.47374
151.4293474,-33.45623417
151.43922189,-33.44668232
151.42112958,-33.44524467
151.41233127,-33.43869228
151.42839638,-33.43431707
151.28885077,-33.53493591
151.31689301,-33.52012607
151.32681692,-33.52046453
151.30635913,-33.51818704
151.32474694,-33.51138509
151.33965644,-33.51305842
151.30906301,-33.5091157
151.43438579,-33.42526074
151.46261619,-33.41129896
151.45092692,-33.40021964
151.29875931,-33.48116877
151.33079965,-33.50495906
151.32068283,-33.49615563
151.32580641,-33.48876591
151.37030494,-33.4058614
151.36241861,-33.41046211
151.35363927,-33.396825
151.46658417,-33.39178754
151.47890949,-33.39131323
151.46411973,-33.3809549
151.48028219,-33.37891904
151.45196574,-33.36940396
151.47018258,-33.37217996
151.46276809,-33.36938218
151.45476721,-33.36407453
151.52698959,-33.20310041
151.50352844,-33.21105477
151.57219133,-33.22771735
151.53472684,-33.22872081
151.55253141,-33.21911645
151.42610028,-33.36912797
151.44137734,-33.35333741
151.41963983,-33.33500059
151.43498301,-33.3437975
151.44067907,-33.32683166
151.47992271,-33.27507191
151.49210521,-33.25881076
151.50545981,-33.25890606
151.51088021,-33.25204722
151.49922351,-33.24889134
151.50630729,-33.23505391
151.36564993,-33.21554755
151.28958006,-33.1374995
151.57645146,-33.19561464
151.59733077,-33.1823881
151.54881036,-33.17496262
151.38631991,-33.3636345
151.36504168,-33.35445407
151.32335942,-33.30731362
151.40112514,-33.34771934
151.57692303,-33.14099044
151.48310173,-33.36782532
151.49210454,-33.36101563
151.49409598,-33.35313271
151.49632764,-33.34419876
151.53032276,-33.3047354
151.5524078,-33.27240534
151.54822754,-33.25908099
151.40312621,-33.32003628
151.39264803,-33.30061867
151.42161304,-33.3189118
151.43191549,-33.31424242
151.44029109,-33.29864209
151.41336717,-33.29370933
151.46487491,-33.27231119
151.42581142,-33.24821268
151.45531385,-33.25301913
151.47549658,-33.25492442
151.47803505,-33.24244823
151.45431748,-33.22664121
151.48801131,-33.22715269
151.44710011,-33.28686866
151.4155887,-33.27369198
151.44140833,-33.27150187
151.42610137,-33.26725176
149.55151939,-33.36871204
149.56836879,-33.452954
149.57657382,-33.42102913
149.62922084,-33.41522502
149.48850756,-33.21326785
149.55273791,-33.49256556
149.46378448,-33.71637665
149.75243474,-33.35940915
149.76132621,-33.92255258
149.86145314,-33.70342253
149.87181963,-33.65654386
148.66102071,-33.79104593
148.66511103,-33.56259317
148.73665127,-33.65027774
148.62713229,-33.94901698
148.92206752,-33.84638737
150.11602025,-33.45592176
150.11946426,-33.51498503
150.16602102,-33.47599018
149.97284881,-33.35654123
150.04379895,-33.14607164
150.02137206,-33.44087754
150.0313891,-33.61152825
