1,2.77558893237631e-17,0
2,6.93897233094078e-18,1.42400136400459e-17
3,4.02222749964072e-08,1.46656233426708e-05
4,1.73474308273519e-16,1.06800102300344e-16
5,1.60759335374304e-12,2.37491821805691e-10
6,1.59596363611638e-16,6.05200579701949e-16
7,1.38779446618816e-17,8.54400818402752e-17
8,0,0
9,6.93897233094078e-18,2.27840218240734e-16
10,3.46948616547039e-17,1.68744161634543e-15
11,0,5.69600545601835e-17
12,0,0
13,0,0
14,4.14603596773711e-14,5.60130936531204e-14
15,0,0
16,6.93897233094078e-18,7.12000682002293e-18
17,0,0
18,1.73474308273519e-18,0
19,2.08169169928223e-17,7.83200750202522e-17
20,5.43182754066044e-14,3.48880334181124e-15
21,7.9035076268847e-08,7.73845595504964e-06
22,3.46948616547039e-18,0
23,0.00330939767587244,3.98773799955436e-06
24,1,1.08317876743288e-05
25,6.93897233094078e-18,3.56000341001147e-17
26,0.00129277770822099,0.00314793908049289
27,1.38779446618816e-17,0
28,1.33647382682852e-12,6.14591370297082e-11
29,0,7.12000682002293e-18
30,0,0
31,6.93897233094078e-18,7.12000682002293e-18
32,6.93897233094078e-18,7.12000682002293e-18
33,0,7.12000682002293e-18
34,0,0
35,0,7.12000682002293e-18
36,0,0
37,0,0
38,4.33158408786647e-13,1.17622512666779e-13
39,0,0
40,0,0
41,1.38779446618816e-17,7.12000682002293e-18
42,0,0
43,6.93897233094078e-18,0
44,6.93897233094078e-18,0
45,0,0
46,6.93897233094078e-18,7.12000682002293e-18
47,0,0
48,0,3.56000341001147e-18
49,0,0
50,1.00615098798641e-16,1.88680180730608e-16
51,0,7.12000682002293e-18
52,0,7.12000682002293e-18
53,3.46948616547039e-18,0
54,0,0
55,6.93897233094078e-18,0
56,6.93897233094078e-18,0
57,0,0
58,0,0
59,1.99809653332774e-08,3.34328521202415e-10
60,0,7.12000682002293e-18
61,0,0
62,0,0
63,6.93897233094078e-18,0
64,0,0
65,6.93897233094078e-18,7.12000682002293e-18
66,1.38779446618816e-17,0
67,0,0
68,1.73474308273519e-18,0
69,0,0
70,0,0
71,3.90487198437527e-13,1.06102341631982e-13
72,3.88582450532684e-16,6.69280641082156e-16
73,0,0
74,0,0
75,0,0
76,6.93897233094078e-18,7.12000682002293e-18
77,6.93897233094078e-18,0
78,0,0
79,0,0
80,0,7.12000682002293e-18
81,0,0
82,0,0
83,0,0
84,6.93897233094078e-18,0
85,0,0
86,0,7.12000682002293e-18
87,0,0
88,6.28969754721528e-11,1.65491799479212e-10
89,1.08706325718872e-08,7.01783702903781e-09
90,2.99696275611149e-06,1.25793570253109e-06
91,3.41568016548322e-06,6.32858863071719e-06
92,4.0394041137862e-08,3.171730000497e-10
93,0,0
94,3.46948616547039e-18,0
95,6.93897233094078e-18,0
96,0,7.12000682002293e-18
97,0,7.12000682002293e-18
98,0,7.12000682002293e-18
99,6.93897233094078e-18,0
100,0,0
101,6.93897233094078e-18,7.12000682002293e-18
102,1.38779446618816e-17,0
103,1.38779446618816e-17,6.40800613802064e-17
104,8.59962499805401e-09,4.49096753231812e-07
105,0,0
106,1.38779446618816e-17,0
107,0,0
108,0,0
109,0,1.42400136400459e-17
110,6.93897233094078e-18,7.12000682002293e-18
111,0,0
112,0,7.12000682002293e-18
113,0,0
114,0,0
115,0,7.12000682002293e-18
116,0,0
117,6.93897233094078e-18,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,6.93897233094078e-18,0
124,0,0
125,0,0
126,6.93897233094078e-18,0
127,0,0
128,0,0
129,0,0
130,6.93897233094078e-18,0
131,6.93897233094078e-18,0
132,0,0
133,0,7.12000682002293e-18
134,0,0
135,6.93897233094078e-18,0
136,6.93897233094078e-18,7.12000682002293e-18
137,0,0
138,6.93897233094078e-18,7.12000682002293e-18
139,6.93897233094078e-18,0
140,0,0
141,0,0
142,0,0
143,3.46948616547039e-18,0
144,6.93897233094078e-18,7.12000682002293e-18
145,0,7.12000682002293e-18
146,0,7.12000682002293e-18
147,0,7.12000682002293e-18
148,3.46948616547039e-18,0
149,0,0
150,0,7.12000682002293e-18
151,0,0
152,0,0
153,0,0
154,1.38779446618816e-17,1.42400136400459e-17
155,0,7.12000682002293e-18
156,6.93897233094078e-18,0
157,0,0
158,0,0
159,0,0
160,0,7.12000682002293e-18
161,6.93897233094078e-18,0
162,6.93897233094078e-18,7.12000682002293e-18
163,0,0
164,3.46948616547039e-18,0
165,0,0
166,0,7.12000682002293e-18
167,0,0
168,0,0
169,0,0
170,6.93897233094078e-18,0
171,6.93897233094078e-18,0
172,0,0
173,2.23978022420636e-11,7.2380807411221e-11
174,2.7734961383213e-11,1.09568417912023e-10
175,0,7.12000682002293e-18
176,0,7.12000682002293e-18
177,0,0
178,6.93897233094078e-18,1.42400136400459e-17
179,0,0
180,1.06561798086258e-13,3.61696346457165e-14
181,0,0
182,3.37018947141463e-13,9.36921697446818e-14
183,0,0
184,6.93897233094078e-18,7.12000682002293e-18
185,6.93897233094078e-18,0
186,6.93897233094078e-18,7.12000682002293e-18
187,0,0
188,0,0
189,0,0
190,1.38779446618816e-17,0
191,6.93897233094078e-18,0
192,0,7.12000682002293e-18
193,0,7.12000682002293e-18
194,0,7.12000682002293e-18
195,0,0
196,0,7.12000682002293e-18
197,6.93897233094078e-18,7.12000682002293e-18
198,6.93897233094078e-18,7.12000682002293e-18
199,6.93897233094078e-18,7.12000682002293e-18
200,1.38779446618816e-17,0
201,6.93897233094078e-18,0
202,0,7.12000682002293e-18
203,0,0
204,3.3057958081835e-13,6.39020612097058e-15
205,1.80760229221007e-12,7.10892452940757e-11
206,1.7864384266007e-13,7.3905670791838e-15
207,6.93897233094078e-18,1.42400136400459e-17
208,6.2450750978467e-17,5.37560514911731e-16
209,0,7.12000682002293e-18
210,0,7.12000682002293e-18
211,0,7.12000682002293e-18
212,0,0
213,1.38779446618816e-17,0
214,1.99051360285367e-13,4.00286783421689e-14
215,5.61633481494016e-13,3.25904641773455e-11
216,9.90260741348558e-13,4.35505825956864e-11
217,0,1.42400136400459e-17
218,6.93897233094078e-18,0
219,6.93897233094078e-18,0
220,0,0
221,0,0
222,3.46948616547039e-18,0
223,3.46948616547039e-18,0
224,0,0
225,0,7.12000682002293e-18
226,1.94291225266342e-16,8.61520825222775e-16
227,0,0
228,2.08169169928223e-17,0
229,0,7.12000682002293e-18
230,1.38779446618816e-17,3.6312034782117e-16
231,6.93897233094078e-18,3.56000341001147e-18
232,4.57263846877256e-08,1.65613200081097e-08
233,6.93897233094078e-18,7.12000682002293e-18
234,0,0
235,0,7.12000682002293e-18
236,0,0
237,0,7.12000682002293e-18
238,0,0
239,2.7061992090669e-16,7.33360702462362e-16
240,0,0
241,6.93897233094078e-18,7.12000682002293e-18
242,5.19537131973005e-08,7.26421980983986e-09
243,0,0
244,2.08169169928223e-17,8.54400818402752e-17
245,6.57863149779502e-13,1.09149704550952e-14
246,0,0
247,6.93897233094078e-18,0
248,6.93897233094078e-18,0
249,0,0
250,0,0
251,6.93897233094078e-18,1.42400136400459e-17
252,0,0
253,0,7.12000682002293e-18
254,4.27059572530675e-11,3.82653338931186e-11
255,3.36540158050628e-16,4.77040456941536e-16
256,5.33641667111e-14,2.35316225401758e-14
257,3.50418102712509e-16,4.52120433071456e-16
258,3.46948616547039e-18,0
259,3.46948616547039e-18,0
260,0,3.56000341001147e-18
261,0,0
262,1.38779446618816e-17,7.12000682002293e-18
263,6.93897233094078e-18,7.12000682002293e-18
264,0,0
265,0,0
266,6.93897233094078e-18,7.12000682002293e-18
267,0,0
268,0,0
269,0.000550888473906699,0.00159631616088376
270,0,0
271,2.38057127890391e-11,4.40037639097741e-11
272,1.38779446618816e-17,0
273,0,7.12000682002293e-18
274,0,0
275,0,7.12000682002293e-18
276,0,7.12000682002293e-18
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,3.56000341001147e-18
284,0,0
285,0,0
286,0,0
287,0,3.56000341001147e-18
288,6.93897233094078e-18,0
289,0,0
290,0,0
291,6.93897233094078e-18,0
292,0,0
293,0,0
294,0,1.42400136400459e-17
295,0,1.42400136400459e-17
296,6.93897233094078e-18,7.12000682002293e-18
297,0,7.12000682002293e-18
298,0,7.12000682002293e-18
299,0,7.12000682002293e-18
300,3.46948616547039e-18,0
301,0,7.12000682002293e-18
302,1.73474308273519e-18,0
303,0,0
304,0,7.12000682002293e-18
305,0,0
306,0,7.12000682002293e-18
307,0,0
308,0,0
309,0,3.56000341001147e-18
310,0,0
311,0,0
312,1.38779446618816e-17,0
313,0,0
314,0,7.12000682002293e-18
315,0,0
316,0,7.12000682002293e-18
317,0,0
318,0,0
319,6.93897233094078e-18,7.12000682002293e-18
320,0,7.12000682002293e-18
321,0,0
322,0,0
323,0,0
324,0,7.12000682002293e-18
325,6.93897233094078e-18,7.12000682002293e-18
326,6.93897233094078e-18,1.42400136400459e-17
327,6.93897233094078e-18,0
328,0,0
329,0,7.12000682002293e-18
330,1.87352252935401e-16,3.56000341001147e-16
331,0,0
332,6.93897233094078e-18,7.12000682002293e-18
