1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,12
14,13
15,14
16,15
17,13
18,16
19,17
20,12
21,12
22,18
23,19
24,20
25,12
26,21
27,12
28,22
29,12
30,12
31,23
32,24
33,25
34,12
35,26
36,27
37,28
38,29
39,30
40,31
41,32
42,33
43,34
44,35
45,36
46,12
47,37
48,28
49,38
50,39
51,40
52,41
53,42
54,43
55,44
56,45
57,46
58,47
59,48
60,12
61,49
62,12
63,28
64,50
65,51
66,52
67,53
68,28
69,12
70,12
71,54
72,13
73,28
74,12
75,28
76,28
77,55
78,12
79,13
80,12
81,56
82,12
83,57
84,28
85,58
86,15
87,28
88,59
89,60
90,60
91,61
92,62
93,63
94,12
95,64
96,65
97,12
98,66
99,12
100,12
101,67
102,12
103,12
104,12
105,68
106,31
107,12
108,28
109,69
110,70
111,12
112,71
113,72
114,28
115,73
116,74
117,75
118,76
119,77
120,78
121,79
122,80
123,81
124,82
125,83
126,12
127,84
128,12
129,85
130,86
131,87
132,28
133,28
134,88
135,89
136,90
137,91
138,92
139,93
140,94
141,28
142,95
143,96
144,97
145,98
146,99
147,100
148,101
149,102
150,103
151,104
152,105
153,106
154,107
155,108
156,109
157,110
158,111
159,28
160,112
161,113
162,114
163,115
164,116
165,117
166,118
167,119
168,120
169,28
170,121
171,122
172,123
173,124
174,125
175,126
176,127
177,28
178,128
179,129
180,130
181,131
182,132
183,133
184,134
185,135
186,136
187,137
188,138
189,139
190,140
191,141
192,142
193,143
194,144
195,145
196,146
197,147
198,148
199,149
200,150
201,151
202,152
203,153
204,5
205,5
206,154
207,12
208,155
209,156
210,157
211,158
212,159
213,12
214,160
215,161
216,162
217,163
218,164
219,165
220,12
221,12
222,166
223,167
224,12
225,12
226,168
227,169
228,170
229,171
230,172
231,28
232,173
233,174
234,175
235,12
236,176
237,177
238,12
239,178
240,179
241,12
242,13
243,28
244,12
245,5
246,12
247,12
248,180
249,12
250,12
251,12
252,12
253,12
254,60
255,13
256,13
257,13
258,12
259,12
260,28
261,12
262,12
263,12
264,12
265,28
266,28
267,12
268,12
269,20
270,12
271,13
272,28
273,28
274,28
275,12
276,12
277,12
278,28
279,12
280,12
281,28
282,28
283,28
284,28
285,181
286,28
287,181
288,12
289,28
290,28
291,28
292,28
293,28
294,28
295,12
296,28
297,12
298,28
299,12
300,12
301,28
302,28
303,12
304,28
305,28
306,28
307,12
308,12
309,28
310,28
311,28
312,12
313,28
314,12
315,12
316,28
317,28
318,28
319,181
320,28
321,28
322,28
323,12
324,12
325,28
326,28
327,12
328,12
329,12
330,13
331,12
332,12
333,28
334,12
335,182
336,12
337,12
338,12
339,28
340,13
341,13
342,28
343,12
344,13
345,13
346,60
347,13
348,13
349,28
350,28
351,60
352,28
353,176
354,28
355,15
356,176
357,28
358,28
359,28
360,28
361,28
362,181
363,60
364,181
365,15
366,176
367,15
368,15
369,13
370,13
371,28
372,28
373,28
374,28
375,28
376,60
377,28
378,13
379,12
380,28
381,28
382,28
383,28
384,28
385,28
386,28
387,28
388,28
389,28
390,28
391,28
392,28
393,28
394,28
395,12
396,28
397,28
398,12
399,28
400,28
401,12
402,12
403,12
404,12
405,12
406,12
407,12
408,12
409,12
410,12
411,12
412,12
413,12
414,12
415,183
416,12
417,12
418,12
419,12
420,12
421,12
422,20
423,12
424,31
425,12
426,20
427,18
428,12
429,12
430,12
431,12
432,12
433,12
434,12
435,12
436,12
437,12
438,12
439,12
440,12
441,12
442,12
443,12
444,12
445,12
446,12
447,12
448,12
449,183
450,12
451,12
452,12
453,12
454,183
455,12
456,12
457,12
458,12
459,31
460,12
461,12
462,184
463,184
464,12
465,12
466,12
467,12
468,12
469,12
470,12
471,12
472,12
473,12
474,12
475,12
476,12
477,185
478,12
479,12
480,12
481,12
482,12
483,19
484,12
485,12
486,12
487,12
488,12
489,12
490,12
491,12
492,12
493,12
494,19
495,31
496,12
497,12
498,12
499,12
500,12
501,12
502,12
503,12
504,12
505,12
506,12
507,12
508,20
509,12
510,20
511,12
512,12
513,12
514,12
515,12
516,12
517,12
518,12
519,12
520,12
521,185
522,12
523,12
524,12
525,12
526,12
527,12
528,12
529,12
530,18
531,12
532,12
533,184
534,12
535,12
536,12
537,186
538,12
539,20
540,19
541,12
542,19
543,12
544,12
545,184
546,12
547,12
548,12
549,12
550,12
551,12
552,12
553,12
554,12
555,18
556,185
557,18
558,12
