-77.03313233,38.98114333
-77.08393367,38.95944333
-77.07839432,38.93675715
-77.04664378,38.91214453
-76.9921527,38.86141751
-77.02344851,38.90377788
-76.97909397,38.88860451
-77.0402855,38.99004203
-77.03255716,38.98676701
-77.04649923,38.98694674
-77.04050266,38.97271012
-77.05185429,38.98238864
-77.02506249,38.98141897
-77.03039327,38.97615881
-77.04741285,38.97492001
-77.02324895,38.97695893
-77.05859449,38.97429143
-77.01678038,38.97488847
-77.02087588,38.9739264
-77.06616853,38.96883494
-77.018598,38.97314333
-77.0132193,38.97160385
-77.02567303,38.97114896
-77.02174099,38.97089037
-77.03185295,38.9668361
-77.017642,38.97068067
-77.07195196,38.96534205
-77.01007332,38.96794457
-77.02360496,38.96416927
-77.058363,38.96428218
-77.04987647,38.96497139
-77.01575776,38.96325464
-77.00600311,38.96431785
-77.07761901,38.96319707
-77.00209256,38.96055454
-77.08145101,38.96261322
-77.0103135,38.9587873
-77.08368333,38.96154367
-77.04104777,38.95260668
-77.03241127,38.95874058
-77.04921082,38.95427317
-76.99539116,38.95594338
-77.0818769,38.95736875
-77.07779306,38.95668853
-77.07456201,38.95814675
-77.06789457,38.95688557
-77.06069024,38.95703037
-77.0864538,38.958508
-77.0241775,38.95539397
-77.00682368,38.95667129
-77.08714749,38.95597789
-77.01601768,38.95419605
-77.09429619,38.94885476
-77.0009099,38.95371459
-77.08874556,38.95108542
-77.03210938,38.95181134
-77.07001852,38.95051739
-77.00437592,38.95195917
-77.01268674,38.94657818
-77.00429316,38.94501585
-77.08393539,38.95239084
-77.07740278,38.95288473
-76.98461629,38.94770841
-77.07419466,38.94964506
-77.05616023,38.95014284
-77.06316953,38.94999346
-76.99151732,38.95054561
-77.08412828,38.94940705
-76.99879289,38.94932317
-77.03974675,38.94523903
-77.07866796,38.94929331
-77.01723385,38.94900916
-76.99383381,38.94785399
-77.02400834,38.94823333
-77.00444238,38.94808238
-77.02926315,38.94465357
-77.02183328,38.94439415
-77.03448974,38.94526741
-77.09688965,38.93910099
-77.053399,38.94687667
-77.10780451,38.940184
-77.0865,38.94541
-77.08092759,38.94561226
-77.0765772,38.94540702
-77.07286317,38.94501499
-77.06788131,38.94527563
-77.05747243,38.9439046
-76.97587181,38.94179257
-76.99383065,38.9434137
-77.0793,38.94401
-76.98616253,38.94250208
-77.04428264,38.93945278
-77.08653846,38.94136641
-77.07182093,38.94008078
-77.06563892,38.94190674
-77.06146567,38.94161
-77.01025822,38.93600242
-77.01810914,38.94031946
-77.02314199,38.94085842
-77.03304306,38.93925925
-77.02789221,38.94003377
-77.05402288,38.9371968
-77.06398777,38.93879279
-76.99919805,38.93648251
-76.99356908,38.93828878
-76.98439687,38.93675008
-76.97202412,38.93626647
-76.99023944,38.9356681
-77.10869327,38.92643937
-77.02695142,38.93644198
-77.02376467,38.93867767
-77.02173649,38.93791188
-76.97703001,38.9328589
-77.03863946,38.93220695
-77.03329489,38.93457685
-77.02171107,38.93518811
-77.08542554,38.9311891
-77.06961978,38.93154322
-77.06150444,38.93256311
